Date,Open,High,Low,Close,Adj Close,Volume
2000-01-04,7404.52002,7665.240234,7300.22998,7665.240234,6111.007324,636300
2000-01-05,7404.52002,7404.52002,7248.089844,7248.089844,5778.440918,686100
2000-01-06,7331.52002,7519.240234,6935.220215,6935.220215,5529.009277,379000
2000-01-07,6987.359863,7143.799805,6778.790039,6778.790039,5404.296875,701400
2000-01-10,6841.359863,7102.080078,6810.069824,7091.649902,5653.720703,1076700
2000-01-11,7143.799805,7717.390137,7143.799805,7717.390137,6152.583496,1127200
2000-01-12,7717.390137,8447.410156,7300.22998,7508.810059,5986.295898,1606600
2000-01-13,7696.529785,7696.529785,7195.939941,7195.939941,5736.864258,702700
2000-01-14,7195.939941,7508.810059,6987.359863,7508.810059,5986.295898,843900
2000-01-17,8468.269531,8468.269531,7508.810059,7508.810059,5986.295898,1646800
2000-01-18,8217.969727,8217.969727,7821.669922,8134.540039,6485.150391,2563400
2000-01-19,7925.959961,7925.959961,7498.379883,7498.379883,5977.980957,649600
2000-01-20,7237.660156,7237.660156,6830.930176,7049.939941,5620.468262,626800
2000-01-21,6883.069824,7352.370117,6883.069824,7300.22998,5820.008301,466700
2000-01-24,6987.359863,7154.22998,6987.359863,7091.649902,5653.720703,1018500
2000-01-25,7091.649902,7091.649902,6935.220215,6935.220215,5529.009277,362100
2000-01-26,7091.649902,7091.649902,6830.930176,6883.069824,5487.432129,326700
2000-01-27,7091.649902,7300.22998,7091.649902,7300.22998,5820.008301,454400
2000-01-28,6893.5,7195.939941,6883.069824,7091.649902,5653.720703,623200
2000-01-31,6976.930176,7029.080078,6883.069824,7008.220215,5587.208496,429200
2000-02-01,7008.220215,7070.790039,6976.930176,6976.930176,5562.262207,407600
2000-02-02,6976.930176,7112.509766,6903.930176,7112.509766,5670.350098,687900
2000-02-03,7143.799805,7143.799805,6987.359863,7091.649902,5653.720703,665000
2000-02-04,7091.649902,7091.649902,7091.649902,7091.649902,5653.720703,0
2000-02-07,7300.22998,7300.22998,7112.509766,7164.649902,5711.918945,769400
2000-02-08,7112.509766,7143.799805,7029.080078,7143.799805,5695.295898,1028300
2000-02-09,7154.22998,7154.22998,6883.069824,6883.069824,5487.432129,1035300
2000-02-10,6830.930176,6903.930176,6695.350098,6903.930176,5504.063477,660100
2000-02-11,6778.790039,6778.790039,6465.919922,6465.919922,5154.865723,945800
2000-02-14,6226.049805,6226.049805,5892.330078,5954.899902,4747.461914,1150500
2000-02-15,6841.359863,6841.359863,5965.330078,6278.200195,5005.209473,3238900
2000-02-16,6361.629883,6830.930176,6361.629883,6549.350098,5221.378906,1193900
2000-02-17,7519.240234,7529.669922,6830.930176,7529.669922,6002.926758,3195200
2000-02-18,7519.240234,7519.240234,6674.5,6778.790039,5404.296875,2089200
2000-02-21,5965.330078,6246.910156,5767.180176,5767.180176,4597.804688,1438900
2000-02-22,5350.029785,6048.759766,5068.450195,5350.029785,4265.237793,2170200
2000-02-23,5370.879883,6038.330078,5350.029785,5808.899902,4631.066406,1550000
2000-02-24,5673.319824,5683.75,5339.600098,5433.459961,4331.750977,951300
2000-02-25,5266.589844,5610.75,5131.02002,5318.740234,4240.292969,1208200
2000-02-28,4901.580078,5110.160156,4547.0,4640.859863,3699.861328,1890100
2000-02-29,4703.430176,4901.580078,4588.720215,4661.720215,3716.492432,1451200
2000-03-01,4661.720215,4661.720215,4661.720215,4661.720215,3716.492432,0
2000-03-02,4661.720215,4849.439941,4421.850098,4661.720215,3716.492432,2334500
2000-03-03,4703.430176,4781.649902,4380.140137,4406.209961,3512.790283,2189500
2000-03-06,4406.209961,5063.22998,4296.709961,5063.22998,4036.591064,3260400
